order_id;customer_id;quantity;price_MRP;payment;timestamp;rating;product_category;product_id;payment_type;order_status;product_weight_g;product_length_cm;product_height_cm;product_width_cm;customer_city;customer_state;seller_id;seller_city;seller_state;payment_installments
064c48df7cb281b1f0f0cfcaa2a69662;1e4e56c1993be4f3be455fae5eac5393;1;349,9;379,2;24-05-2017 19:32;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;marechal deodoro;AL;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;4
ac727692880897a9669ed0921296db75;bad622badcfb7d8bd521cba68dfd75ab;1;349,9;379,2;15-05-2017 09:00;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;teresina;PI;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;3
1747c5b6d79e2facdab870f3ba6c6839;cc3220c1a94e94ea654389fef37e18a4;1;349,9;368,11;10-05-2017 13:39;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;cachoeira paulista;SP;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;8
cfcb1cc2e9f4ebf0caea1584195f9046;c23d89873e1409800be59042623d71bb;1;349,9;368,92;31-05-2017 13:34;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;itaborai;RJ;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;10
5c4f206f887c5afc6acb306477d65807;9b276b965cf5220a0fcfa70a8da435e6;1;349,9;379,2;15-05-2017 10:46;5;health_beauty;6cdd53843498f92890544667809f1595;boleto;delivered;900;25;12;38;sao luis;MA;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1
786baaa6b659351627edf0bbbee0648a;7fba8c8ef56a05b3b0668cc1cc3e0a8e;1;370;385,61;27-05-2017 00:04;5;health_beauty;9fc063fd34fed29ccc57b7f8e8d03388;credit_card;delivered;750;38;12;25;francisco beltrao;PR;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;10
51c68b0aedaa22a0b426f5635ac439b1;80f5dbd6c402fa67462768a508de4168;1;370;399,44;22-05-2017 10:27;4;health_beauty;9fc063fd34fed29ccc57b7f8e8d03388;boleto;delivered;750;38;12;25;fortaleza;CE;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1
a0bba9f8b36a29b7ee6af6df702b309d;4426e551bb8f71cd39ea13d731b82f0e;1;370;387,8;04-05-2017 1:11;1;health_beauty;9fc063fd34fed29ccc57b7f8e8d03388;credit_card;delivered;750;38;12;25;campinas;SP;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;2
214e5fdd8fd6a78e1f37c7803bdc1939;787f1bad1d98254d7d9c7a08dace9559;1;1850;1878,39;31-05-2017 11:07;5;health_beauty;aaccb76bf4427c9196a531cb10a79458;boleto;delivered;600;40;20;30;rio de janeiro;RJ;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1
1c7d5b99ae1fb1927efe678ca28af86e;74f779df828db21f3ca61c212fe732b6;1;740;770,46;07-05-2017 14:55;5;health_beauty;a2f7cac38089c44bb364918bd80468d5;credit_card;delivered;500;40;20;30;rondonopolis;MT;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;10
d35f8048e8ab7b7c8e2080c53fe3cd10;c798c01690d37463672ac6710f7d6148;1;740;758,93;21-05-2017 08:05;5;health_beauty;a2f7cac38089c44bb364918bd80468d5;credit_card;delivered;500;40;20;30;porto alegre;RS;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;5
26a887fe1515ba3501b5154e443ca899;ecfb9ec7bad30c391472451deed6aa92;1;11,56;24,04;29-05-2017 19:02;4;health_beauty;d64a657e6b0860d638e61086e3a3d372;credit_card;delivered;300;16;22;11;caxias do sul;RS;8bd0e3abda539b9479c4b44a691be1ec;tres de maio;RS;1
71ca30b49c5b34847a66dd05c3a9f8e4;1b69c1e1aabf371a4e539badffe8d482;1;37,9;54,69;26-05-2017 10:44;3;health_beauty;b45db6d7f215afe884f987a98d44788c;credit_card;delivered;700;16;2;11;itajai;SC;2a1348e9addc1af5aaa619b1a3679d6b;belo horizonte;MG;2
acb57c5603a88c7f205dab4c1d8cd344;94e077d5876a2e9604cfd3df5a8e1dec;1;126,64;143,29;07-05-2017 21:47;1;health_beauty;05fa60020215fd65f8f8b9dd441f864b;credit_card;canceled;250;23;9;14;chapeco;SC;a416b6a846a11724393025641d4edd5e;sao paulo;SP;7
75754d7bcffc106c7017989bd4b40873;c7d332c9700e825231e256419e58df3a;2;36,85;96,83;14-05-2017 22:46;5;health_beauty;65e3848513c9ab70bf542e5d694cf072;credit_card;delivered;575;25;13;14;salvador;BA;a416b6a846a11724393025641d4edd5e;sao paulo;SP;6
0baad26e1a67410a85b2b38558dade2f;12f00aefcd1d137844bb0b139527ffc5;1;36,85;96,83;16-05-2017 17:33;5;health_beauty;65e3848513c9ab70bf542e5d694cf072;credit_card;dereviled;575;25;13;14;salvador;BA;a416b6a846a11724393025641d4edd5e;sao paulo;SP;9
75754d7bcffc106c7017989bd4b40873;c7d332c9700e825231e256419e58df3a;1;26,14;96,83;14-05-2017 22:46;5;ytuaeb_htlaeh;44f90f085c7a825863cbf867990e1513;credit_card;delivered;517;25;13;16;salvador;BA;a416b6a846a11724393025641d4edd5e;sao paulo;SP;6
6dce05516fc9a1e16b7a70e49ab656c2;e5426fc9fcee3dfa52fb048f6d0856e9;1;26,14;126,43;14-05-2017 11:05;5;health_beauty;44f90f085c7a825863cbf867990e1513;credit_card;delivered;517;25;13;16;campinas;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;10
0baad26e1a67410a85b2b38558dade2f;12f00aefcd1d137844bb0b139527ffc5;2;26,14;96,83;16-05-2017 17:33;5;health_beauty;44f90f085c7a825863cbf867990e1513;credit_card;delivered;517;25;13;16;salvador;BA;a416b6a846a11724393025641d4edd5e;sao paulo;SP;9
409e4a6eadbdc33f16ccf0bda01eec1f;0e8ada3654b94e0d569b44233db3c9dc;1;179,9;195,92;09-05-2017 18:24;5;health_beauty;17704da54fb7512da5a72cc3b227185e;boleto;delivered;700;33;18;18;brasilia;DF;a416b6a846a11724393025641d4edd5e;sao paulo;SP;1
6dce05516fc9a1e16b7a70e49ab656c2;e5426fc9fcee3dfa52fb048f6d0856e9;2;81,56;126,43;14-05-2017 11:05;5;health_beauty;1fe8e6e01596885617fa1c90d29c2f81;credit_card;delivered;750;30;10;17;campinas;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;10
7fecf198f9da11744da727bafd6702e9;108c2cefbc1052c7ff4d02e7c2051264;1;81,56;97,89;16-05-2017 18:41;5;health_beauty;1fe8e6e01596885617fa1c90d29c2f81;credit_card;delivered;750;30;10;17;muriae;MG;a416b6a846a11724393025641d4edd5e;sao paulo;SP;9
a6bf292dae65f520a1f47f4df440654a;a8042e7d6aea7c6f3ac39e7f313e8b88;1;34,99;52,59;10-05-2017 17:32;5;health_beauty;4182ad8f6fd91b6064f2d1097d8a4291;credit_card;delivered;1097;18;18;16;contagem;MG;b56906f7fd1696e043f1bcce164c487b;echapora;SP;2
4b87a2c8b410e2e61c12c83790810587;f10ef18837d8b540c6f431232d91cb26;1;49,9;69,49;14-05-2017 11:03;1;health_beauty;19578e02e321cef1252a574bb185a4f0;boleto;delivered;1357;19;17;15;salvador;BA;b56906f7fd1696e043f1bcce164c487b;echapora;SP;1
