order_id;customer_id;quantity;price_MRP;payment;timestamp;rating;product_category;product_id;payment_type;order_status;product_weight_g;product_length_cm;product_height_cm;product_width_cm;customer_city;customer_state;seller_id;seller_city;seller_state;payment_installments
0d529bbb9140716e60d14a05d2cb6f94;de606951e7f41f79b9b145da7a1a0f4c;1;349,9;372,08;03-12-2018 11:50;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;rio de janeiro;RJ;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;10
755a4d6ab201a238e51bc1d1ab18365a;4ff06273ad2be01eeb93e0a2e4babc09;1;364;404,82;08-12-2018 22:59;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;caceres;MT;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1
609fe250465553b45a01fc8de7109383;0ad37f50dbe78d9c1292f4ab3217dea5;1;28,9;38,41;06-12-2018 19:02;5;health_beauty;d1a57f4402dbfe2cb1c271ad0da64311;boleto;delivered;650;22;12;22;sao paulo;SP;2ff97219cb8622eaf3cd89b7d9c09824;salto;SP;1
754328c1ffda8a8ba227f2851a3772cb;d1d67e6e2d57800a09b5fa607ea74f89;1;199;215,49;06-12-2018 11:52;5;health_beauty;a6f2ba5bb6d6d36ac92ed1faf4d123f2;debit_card;delivered;450;20;15;15;sao paulo;SP;b90e891671cffd9557f33a97dc523645;sao jose dos pinhais;PR;1
00d831d5c3ea03b7cd6f883ad799c7e4;7cc995918b7c4560b0f7ec54ef108d83;1;128,9;138,16;03-12-2018 11:56;5;health_beauty;eb2d12bc991561d4ca5deff0e60854e4;credit_card;delivered;675;23;15;14;sao paulo;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;1
4336f383d6d1f9c9d968406c7a920fd3;e2aae3069bad7962c01d7ecfa869bb80;1;26,14;70,84;02-12-2018 19:12;5;health_beauty;5b3e03e8dfa69568003b9f9ca8e9344d;voucher;delivered;2000;30;12;16;sao paulo;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;1
4336f383d6d1f9c9d968406c7a920fd3;e2aae3069bad7962c01d7ecfa869bb80;2;26,14;70,84;02-12-2018 19:12;5;health_beauty;5b3e03e8dfa69568003b9f9ca8e9344d;voucher;delivered;2000;30;12;16;sao paulo;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;1
4336f383d6d1f9c9d968406c7a920fd3;e2aae3069bad7962c01d7ecfa869bb80;1;26,14;4,9;02-12-2018 19:12;5;health_beauty;5b3e03e8dfa69568003b9f9ca8e9344d;credit_card;delivered;2000;30;12;16;sao paulo;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;1
4336f383d6d1f9c9d968406c7a920fd3;e2aae3069bad7962c01d7ecfa869bb80;2;26,14;4,9;02-12-2018 19:12;5;health_beauty;5b3e03e8dfa69568003b9f9ca8e9344d;credit_card;delivered;2000;30;12;16;sao paulo;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;1
669efc1e4d498a04728b578a35f6e92e;f69b83b4326708e8cf591dd24c1e104e;1;65,5;81,72;01-12-2018 11:41;5;health_beauty;bb4dc25bd765b4b6beb85469e9b4bc55;credit_card;delivered;970;17;18;15;rio de janeiro;RJ;b56906f7fd1696e043f1bcce164c487b;echapora;SP;2
8520eafc9a1dbeb250d4054499da5a7c;411ae1308b9fe834f1c270e94c25c14f;1;110,4;128,42;01-12-2018 10:55;5;health_beauty;f748cb764b18656b28d466eff3cbda8d;credit_card;delivered;2600;18;26;11;curitiba;PR;b56906f7fd1696e043f1bcce164c487b;echapora;SP;10
ec689ea3a26649b3979af90517284c77;7cafa9eae6000dc9e56e0813e97b1707;1;24,9;36,75;01-12-2018 12:28;5;health_beauty;48d4c64d5e5feb93683c4298fc62790f;boleto;delivered;250;18;9;12;sao paulo;SP;709e16e2b25c7474d980076c6bfc4806;birigui;SP;1
c10f283ced7431fdfdcc159b12344b11;eab8d39b5241abcb22eebeca69547491;1;59;144,14;06-12-2018 20:26;4;health_beauty;d581a9097bc2a13adf46bbd864ee0d08;credit_card;delivered;300;18;9;12;sao paulo;SP;709e16e2b25c7474d980076c6bfc4806;birigui;SP;2
c10f283ced7431fdfdcc159b12344b11;eab8d39b5241abcb22eebeca69547491;2;59;144,14;06-12-2018 20:26;4;health_beauty;d581a9097bc2a13adf46bbd864ee0d08;credit_card;delivered;300;18;9;12;sao paulo;SP;709e16e2b25c7474d980076c6bfc4806;birigui;SP;2
da9e071e6f18a649211bbb97bd81380c;2fa11230a389b7ef6637dd9d757ee48c;1;30;37,47;07-12-2018 8:16;5;health_beauty;3288d87408bc4a61d7672f10aaa96e8e;credit_card;delivered;318;18;12;16;sao paulo;SP;e24d3429d294b2eb200b064ebb035879;sao paulo;SP;1
cf751a641521be29ac2213cd1756490b;9838497c3447f481f14b780164c2823a;1;79;94,3;02-12-2018 22:18;3;health_beauty;722dc14e0848efdb771dca6de2929c41;boleto;delivered;250;16;16;11;maringa;PR;7178f9f4dd81dcef02f62acdf8151e01;videira;SC;1
914adac0c24300aa223dbaacfc7f4467;1449d3e0d5b343bd18e67b49ff864c82;1;14,9;31,69;01-12-2018 7:32;3;health_beauty;5b3aa845bba5aa7ba1216e36ae882cfa;credit_card;delivered;75;16;10;11;boa ventura;RJ;7178f9f4dd81dcef02f62acdf8151e01;videira;SC;1
94dff3caa170068fc7d100943d21a8c8;912c7ba54080103b646215c09b914938;1;55,5;73,77;05-12-2018 13:40;5;health_beauty;2fffbf105cbbc6e86144f00ecf571635;boleto;delivered;150;20;10;20;rubiataba;GO;ececbfcff9804a2d6b40f589df8eef2b;franca;SP;1
801486e590af3202e69113a4542ef133;8ba083e5c27b9530af7e5a3cd6955839;1;55,49;68,32;04-12-2018 18:49;5;health_beauty;c38458375b2a89d0c8a6313b016dcdc7;credit_card;delivered;150;20;20;15;presidente epitacio;SP;ececbfcff9804a2d6b40f589df8eef2b;franca;SP;3
188804952924592ac0678c7ab1b42860;02469bb79cf0096970abae40244a4c6f;1;59,99;97,32;08-12-2018 13:51;5;health_beauty;daa5000b84b8bd4a9e8e622f154ac0c5;credit_card;delivered;150;16;7;15;morada nova;PA;ececbfcff9804a2d6b40f589df8eef2b;franca;SP;3
b9a6c5f5df52c7226ac85aee7524c27f;f160aaf480efdfa7268f0fa535f73e76;1;99;117,79;06-12-2018 20:07;5;health_beauty;176b54e1ca47c0ec2bc2e298a76adf9a;credit_card;delivered;200;20;5;15;sobradinho;RS;ececbfcff9804a2d6b40f589df8eef2b;franca;SP;2
92578ad781aea777f9022bdb6319e4f3;e372e544ed515524e099e4f543d9aeb3;1;76,49;89,47;05-12-2018 1:47;5;health_beauty;b385d882efd3a105b5afb87a64f2a0ec;credit_card;delivered;200;20;10;20;santos;SP;ececbfcff9804a2d6b40f589df8eef2b;franca;SP;2
24ddb4a03f3a6eb92a862416d7f597eb;6976bd8f3982478db4ca2617656ac86e;1;55,49;73,76;05-12-2018 20:48;3;health_beauty;aa3e27bf73286809fb5e0f5dc2ac552f;credit_card;delivered;200;20;10;20;marica;RJ;ececbfcff9804a2d6b40f589df8eef2b;franca;SP;2
82b501d2951b0193d0960457f020aca2;c9596125b77d7da43c4fbcc097c20cec;1;84,9;104,68;06-12-2018 19:53;5;health_beauty;5e3b4b17383b90a3129e552bd71bf2b8;credit_card;delivered;1450;20;15;15;rio novo;MG;516e7738bd8f735ac19a010ee5450d8d;rio de janeiro;RJ;1
42b3a797a1829ba085add4da4900bd8a;32cc7238a20f3b4c366326d46fffdf63;1;25,9;33,45;05-12-2018 13:06;3;health_beauty;8215db96a612d69839c27866feabf350;credit_card;shipped;1075;17;13;15;sao goncalo;RJ;516e7738bd8f735ac19a010ee5450d8d;rio de janeiro;RJ;1
9bddf07b813124e63282b716df591c36;ea05ea055bde9cacc0963b2c5530d07d;1;29;141,9;06-12-2018 18:14;1;health_beauty;16679d68bdbed3fb97af806424d7f2b7;boleto;delivered;83;19;15;18;araucaria;PR;9b013e03b2ab786505a1d3b5c0756754;vicente de carvalho;SP;1
9bddf07b813124e63282b716df591c36;ea05ea055bde9cacc0963b2c5530d07d;2;29;141,9;06-12-2018 18:14;1;health_beauty;16679d68bdbed3fb97af806424d7f2b7;boleto;delivered;83;19;15;18;araucaria;PR;9b013e03b2ab786505a1d3b5c0756754;vicente de carvalho;SP;1
9bddf07b813124e63282b716df591c36;ea05ea055bde9cacc0963b2c5530d07d;3;29;141,9;06-12-2018 18:14;1;health_beauty;16679d68bdbed3fb97af806424d7f2b7;boleto;delivered;83;19;15;18;araucaria;PR;9b013e03b2ab786505a1d3b5c0756754;vicente de carvalho;SP;1
c70e94e95cae9b1a4ad2510d55a521e3;e1b550c477b0dd423cf7eef2490b32e3;1;59,7;78;03-12-2018 14:44;1;health_beauty;9749139e09929de55d37e68e64b89706;boleto;delivered;650;16;7;13;rio de janeiro;RJ;cbd996ad3c1b7dc71fd0e5f5df9087e2;sao jose do rio preto;SP;1
5ce08134a7e1f35b93fe223acef734bf;872249288988fc5df7f5fb5a40c2a7df;1;224;240,67;06-12-2018 16:55;1;health_beauty;ffc9caf33e2d1e9f44e3e06da19085f7;credit_card;delivered;2134;25;22;16;rio de janeiro;RJ;d06d019f72a04e5497a0b64190af170c;cotia;SP;1
2645cc89531b7de88149e18d83a13263;bffbcf07c00f5346d8ba5ad4b5cc3019;1;239,9;259,63;08-12-2018 0:16;5;health_beauty;11f5b5f05fa5e1a6084d240310fac08c;credit_card;delivered;5675;20;18;17;sao paulo;SP;3bfba5a77604f6dfae7e6dd7aaf65821;londrina;PR;10
eedfdd1e4ef97bae3bc2a49f06e3016b;d12201dcce98c82854236c1bba22d6b0;1;36;50,1;02-12-2018 11:08;5;health_beauty;856b55eef75569bf5ec655e857bf84f7;credit_card;delivered;550;29;7;22;viamao;RS;955fee9216a65b617aa5c0531780ce60;sao paulo;SP;1
39bcd5ec1743f20b61498be2277d28db;1e67921a3c7285bda4c370e5c865521c;1;120;143,38;04-12-2018 21:31;5;health_beauty;2948658cb6abc82847412be7201bfc4c;credit_card;delivered;3500;36;25;21;rio de janeiro;RJ;955fee9216a65b617aa5c0531780ce60;sao paulo;SP;2
8e0fcebda1a183b81c2349510bd90cb0;924d6470ea6beda5369225f276e6cd5b;1;120;175,1;04-12-2018 20:31;4;health_beauty;2948658cb6abc82847412be7201bfc4c;debit_card;delivered;3500;36;25;21;sao luis do curu;CE;955fee9216a65b617aa5c0531780ce60;sao paulo;SP;1
47999a7490ff2905f7ca3da2edcc9c52;920f397f9443bbf5775f7e99a2245890;1;120;133,75;04-12-2018 22:26;1;health_beauty;2948658cb6abc82847412be7201bfc4c;credit_card;delivered;3500;36;25;21;sao paulo;SP;955fee9216a65b617aa5c0531780ce60;sao paulo;SP;4
7df532e9df5e7185f15df66997e787c8;43712210f3bda54791af9affec7b10bb;1;699,4;728,43;04-12-2018 0:38;4;health_beauty;7cb1e417bdc1490f948ee59caccb6e1b;credit_card;delivered;1050;43;9;23;joao pessoa;PB;6e386f64c84e482f0b9abf960797ee1b;sao paulo;SP;10
7b0bb21c6157ceaf36546fe736cea57e;93d5c28a557158561f6ce4c7a5f7001a;1;325;345,15;03-12-2018 12:35;5;health_beauty;bb50f2e236e5eea0100680137654686c;boleto;delivered;400;34;4;22;vieiras;MG;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;1
b5cf860ef786ea57b3be5dc9ef44076f;049b7e070804b9740ec5a225d750844d;1;330;343,71;04-12-2018 23:36;5;health_beauty;bb50f2e236e5eea0100680137654686c;credit_card;delivered;400;34;4;22;barretos;SP;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;5
1d855e8c92028241ca7037420e529185;6534e598b0d2df4ae408c8b114b97618;1;325;335,47;01-12-2018 0:31;5;health_beauty;bb50f2e236e5eea0100680137654686c;credit_card;delivered;400;34;4;22;jundiai;SP;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;4
228fe28497863cfa489cfd0177809d45;d218b51d7923b68503ae5ccc23c77bb5;1;325;335,47;02-12-2018 11:28;5;health_beauty;bb50f2e236e5eea0100680137654686c;credit_card;delivered;400;34;4;22;sao paulo;SP;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;8
edd9339c2bbb9d43caa9dd4984474273;bc549205ad91d6f739d807701f180953;1;330;347,41;08-12-2018 10:56;3;health_beauty;bb50f2e236e5eea0100680137654686c;credit_card;delivered;400;34;4;22;campo grande;MS;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;3
93bc6f18eba5e96c71ba3d04e1e8f5d4;a8a04bb88243eb391fc0964aaaf1d79d;1;325;342,15;03-12-2018 20:55;3;health_beauty;bb50f2e236e5eea0100680137654686c;boleto;delivered;400;34;4;22;goiania;GO;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;1
66f249e4d7ab2f3872de7bd6d74719dd;810923268bc2be268d447dd5c892a5ce;1;330;348,77;04-12-2018 14:59;4;health_beauty;bb50f2e236e5eea0100680137654686c;credit_card;delivered;400;34;4;22;anapolis;GO;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;8
248420359d879dd7752d4333a3d7472b;e0213fab18b29329e69cbe1f365e99ab;1;330;383,03;07-12-2018 9:03;5;health_beauty;bb50f2e236e5eea0100680137654686c;credit_card;delivered;400;34;4;22;belem;PB;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;8
36181ce9f0459af55f5aae302b4b13a8;5f82b6799f7f5bda22833caafe7e8cd2;1;325;335,04;03-12-2018 19:37;5;health_beauty;bb50f2e236e5eea0100680137654686c;credit_card;delivered;400;34;4;22;sao paulo;SP;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;3
b5ae10bf67afb6e14718789096f22787;f69cf4381400f65b36639b8e1c11092a;1;1045;1075,12;08-12-2018 19:28;5;health_beauty;0546131238f7e9d6b5c24dbb5d8e3133;credit_card;delivered;1450;34;6;24;juiz de fora;MG;f7ba60f8c3f99e7ee4042fdef03b70c4;sao bernardo do campo;SP;10
30300815be5e1666c028d3c07e86f847;af7a3089208b3025628fce28d1d4576c;1;9,8;50,06;04-12-2018 21:42;2;health_beauty;51f876eb62be778c757503cf7f8a3b74;credit_card;delivered;67;17;15;14;sohluraug;SP;f84a00e60c73a49e7e851c9bdca3a5bb;rio de janeiro;RJ;2
30300815be5e1666c028d3c07e86f847;af7a3089208b3025628fce28d1d4576c;2;9,8;50,06;04-12-2018 21:42;2;health_beauty;51f876eb62be778c757503cf7f8a3b74;credit_card;delivered;67;17;15;14;guarulhos;SP;f84a00e60c73a49e7e851c9bdca3a5bb;rio de janeiro;RJ;2
5f93c15063313abf1a114e682d6b6d71;3452a9ffe284a7466a4d5a4a800dcfa4;1;9,8;17,35;05-12-2018 10:56;5;health_beauty;51f876eb62be778c757503cf7f8a3b74;credit_card;delivered;67;17;15;14;rio de janeiro;RJ;f84a00e60c73a49e7e851c9bdca3a5bb;rio de janeiro;RJ;1
b854e1f985cbc368ffcc401efadc5311;e63c0caef7383c445520d957f019a86c;1;299,9;312,62;04-12-2018 8:15;1;health_beauty;15859e3a8aaa3c192c10a91d8722abd5;credit_card;delivered;5650;36;26;36;sao paulo;SP;e5a38146df062edaf55c38afa99e42dc;sao paulo;SP;5
83d235ec5b7a9b0949ad507ccefc16c5;41b8bed69cc3434edf5576568b852db0;1;89,9;113,25;06-12-2018 13:30;4;health_beauty;1d8b0573a8ebb81f72288beba6bf4327;credit_card;delivered;250;21;26;21;parnamirim;RN;e5a38146df062edaf55c38afa99e42dc;sao paulo;SP;10
86399a62def7e6b76d52b5cfd4cb7276;941e30395a4bbcde5838d0f07fae1b40;1;58;80,34;08-12-2018 8:07;5;health_beauty;1e071ffaca5d72ab7d58901d01b38280;credit_card;delivered;300;21;8;27;visconde do rio branco;MG;5f26c1408a65b42a7224cd463bdf3292;arapongas;PR;3
573b067a37070f89ee054b516f889171;2ae5618c6b6cdb298dccef0e69bc7850;1;79;102,35;08-12-2018 23:31;5;health_beauty;c20e9c8a7361bfa0d6530ab73075921b;debit_card;delivered;1600;20;20;20;cachoeira do sul;RS;f46490624488d3ff7ce78613913a7711;guarulhos;SP;1
7a47c118c1f2f25fe139e684610c3b97;fe259c53551918246c4d67649e1a9833;1;34;60,9;06-12-2018 20:08;5;health_beauty;8828464e34fc3da3892f568218e14d61;credit_card;delivered;3575;21;18;22;fortaleza;CE;f46490624488d3ff7ce78613913a7711;guarulhos;SP;2
4822b9a2b5589396deb0956b2b844afa;78875a0fca40b8c6efc4935ae3b02149;1;55,9;156,44;08-12-2018 18:06;4;health_beauty;765b5cdbf629b3d9ada3953e999c3ac0;credit_card;delivered;2350;20;20;20;jequie;BA;f46490624488d3ff7ce78613913a7711;guarulhos;SP;4
