order_id;customer_id;quantity;price_MRP;payment;timestamp;rating;product_category;product_id;payment_type;order_status;product_weight_g;product_length_cm;product_height_cm;product_width_cm;customer_city;customer_state;seller_id;seller_city;seller_state;payment_installments;
9045fa841de3514ce900f5fc869d9b1f;2f8d6af8cb3875d6964eb4b5eff3a718;1;1074,38;1095,65;21-11-2017 22:34;5;health_beauty;0a37e05528984f47c754837344732fbb;credit_card;delivered;800;40;20;30;osasco;SP;;curitiba;PR;5order_id;['customer_id', 'quantity', 'price_MRP', 'payment', 'timestamp', 'rating', 'product_category', 'product_id', 'payment_type', 'order_status', 'product_weight_g', 'product_length_cm', 'product_height_cm', 'product_width_cm', 'customer_city', 'customer_state', 'seller_id', 'seller_city', 'seller_state', 'payment_installments']
9045fa841de3514ce900f5fc869d9b1f;2f8d6af8cb3875d6964eb4b5eff3a718;1;1074,38;1095,65;21-11-2017 22:34;5;health_beauty;0a37e05528984f47c754837344732fbb;credit_card;delivered;800;40;20;30;osasco;SP;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;5;
c1808aaca844e2210da16bb46767586c;2d88e5d523368eaa7df260c1fba930b0;1;589;606,87;24-11-2017 10:23;5;health_beauty;2483416c14aa8d93dad96745a9230bfa;credit_card;delivered;500;40;20;30;gravatai;RS;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1;
4da0b6d6c8c1ecb4588a756d5e2d2f54;6d51e47d2de21f745835c676f497423f;1;589;607,87;28-11-2017 09:37;3;health_beauty;2483416c14aa8d93dad96745a9230bfa;credit_card;delivered;500;40;20;30;ribeirao preto;SP;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;10;
d85c2deca369a3930811855341fb3d11;14676dd9c40ad83f2a980ac36077cdb9;1;349,9;368,6;23-11-2017 16:19;5;health_beauty;6cdd53843498f92890544667809f1595;boleto;delivered;900;25;12;38;sao paulo;SP;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1;
7ae297a5353312db3c47746c3b1a8527;8b117077bfcf3d5f2b425c8735d78a40;1;349,9;370,59;28-11-2017 19:55;4;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;belo horizonte;MG;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;6;
2e82ec02fd250aec723a595b1970500e;12adcfa1159b10e015efd87a682e579c;1;349,9;371,59;15-11-2017 10:00;5;health_beauty;6cdd53843498f92890544667809f1595;boleto;delivered;900;25;12;38;juiz de fora;MG;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1;
ba794dc7ba00e8dcbe6e0f729be0b845;657a3f64558e83b09ec3846d6ee02543;1;299;330,62;24-11-2017 17:55;1;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;nossa senhora do socorro;SE;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;8;
58a47bb27cce840d07a8f8b1885eda2c;c52bab05914333612e4a4369a0d41237;1;299;319,33;24-11-2017 16:33;3;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;ibirite;MG;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1;
e4e6eaed893d267970fdfae82dde8715;190ab458165966495c40355f99a3cf23;1;299;314,82;24-11-2017 18:36;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;londrina;PR;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;5;
e55981b5cea8072097093592652571ca;728360ac750d7ab3031c6c0e377eab22;1;349,9;368,6;18-11-2017 20:19;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;campinas;SP;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1;
2d394ce1703ceeb355e2446e4a7a6bf4;bb4bd9ae44df35a367e6adb8d37faf6f;1;349,9;381,88;12-11-2017 13:19;1;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;belem;PA;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;6;
d886b00d4a23706eb91d946fc5a33a3a;6573ee4e5fd374e19d9d34a121a422ec;1;299;319,33;24-11-2017 19:33;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;belo horizonte;MG;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;10;
10bc94fc052750e8053c44b8a0cdab8d;74739c82729e0172c2449caa51f42122;1;349,9;372,75;12-11-2017 13:32;3;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;brasilia;;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;7;
6ee68064c217ce0b644b6e3bea56d50e;fd73481bc88400f9480a090a44428bbd;1;299;318,34;24-11-2017 13:02;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;lontras;SC;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;2;
d3cef289324500ecc29f7f0697299919;369476ab6e09d8c6c1a3d59a662f607a;1;299;317,34;24-11-2017 19:11;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;santo antonio de posse;SP;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;3;
d7e87a1388d89fa6d7841f32c6954c2e;e02dbd1535bf6e8476e1766faec55668;1;79,9;186,96;24-11-2017 20:35;1;health_beauty;6e70e2f56d6f07cde6377a05d1679f79;credit_card;delivered;800;18;18;18;sao paulo;SP;8444e55c1f13cd5c179851e5ca5ebd00;congonhal;MG;4;
d7e87a1388d89fa6d7841f32c6954c2e;e02dbd1535bf6e8476e1766faec55668;2;79,9;186,96;24-11-2017 20:35;1;health_beauty;6e70e2f56d6f07cde6377a05d1679f79;credit_card;delivered;800;18;18;18;sao paulo;SP;8444e55c1f13cd5c179851e5ca5ebd00;congonhal;MG;4;
dcaeb1396857c15c0cba7456fb469c3e;84e06b0b8018523fa9dc798e10d9a1bd;1;125;139,62;13-11-2017 12:07;3;health_beauty;d4e19eb1e5c5d6194af618d3a67de4e6;boleto;delivered;300;16;20;15;vinhedo;SP;b90e891671cffd9557f33a97dc523645;sao jose dos pinhais;PR;1;
97a50ee9650a8caa3476a64004c2350b;f1c1a01f8bd5315f5fbb9c266a6d4c59;1;125;140,62;18-11-2017 09:45;5;health_beauty;d4e19eb1e5c5d6194af618d3a67de4e6;credit_card;delivered;300;16;20;15;franca;SP;b90e891671cffd9557f33a97dc523645;sao jose dos pinhais;PR;2;
6c5222e0550b757a63908aa2f0cacf95;a0d7296689347a9f6c7a89b03281db68;1;145,95;163,22;11-11-2017 15:53;5;health_beauty;310ae3c140ff94b03219ad0adc3c778f;credit_card;delivered;2000;30;12;16;estancia velha;RS;a416b6a846a11724393025641d4edd5e;sao paulo;SP;8;
ca649df2968bbbc843a5c75c7bc803ba;2cfe4a934e085d0311823648400e4cd2;1;420;443,34;14-11-2017 11:33;4;health_beauty;65bfaa2fff2cfb55a0b7a466549e6758;credit_card;delivered;2000;30;12;16;fortaleza;CE;a416b6a846a11724393025641d4edd5e;sao paulo;SP;3;
c1dafa077556522d38557ad3452e3ac6;c4f8ebdb558f6064130ea0b705f65997;1;155,29;167,58;27-11-2017 15:54;5;health_beauty;b2467a0d160e2d74cf50312ff80e75c7;credit_card;delivered;2000;30;12;16;sao paulo;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;4;
7c303e55404bf2462c89a320c8d47688;46562c13f2603ce314ac9047cf85bc42;1;74,67;86,4;10-11-2017 17:15;5;health_beauty;574a84e6ebd42413eb6d2a7e97f04612;credit_card;delivered;2000;26;17;19;sao paulo;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;8;
8fb7236f391b9205b932db6f239478c0;40e6102abbae17bcfd69cd6feaedf315;1;199,9;218,55;27-11-2017 23:25;5;health_beauty;61e10f3719455e41bd5956ef8dc29092;credit_card;delivered;1500;30;10;17;uberlandia;MG;a416b6a846a11724393025641d4edd5e;sao paulo;SP;5;
1d637e7a91e7c3e0e94a91cdf693855e;58eac1322f421c65176db804697c9bf4;1;55,92;73,56;26-11-2017 16:41;5;health_beauty;415800ba8edc079e255fcc4ee5790376;credit_card;delivered;1150;30;12;16;sao joao do sobrado;ES;a416b6a846a11724393025641d4edd5e;sao paulo;SP;5;
14c482cac944c8cec7bd0f58bc09514a;f0a308d95f7fd39dceffab5b8976eb27;1;315,6;332,57;30-11-2017 10:59;5;health_beauty;b5f15ee3cd14a7ad279b7f07aa6c8aa3;credit_card;delivered;4550;30;10;17;florianopolis;SC;a416b6a846a11724393025641d4edd5e;sao paulo;SP;6;
5e34d391098747231b726e35a9ef3e5f;fe8ab673369a385622558606f2c0e4d2;1;177,97;390,94;20-11-2017 20:52;5;health_beauty;48d402f7e2e296fe1fb7d29220857042;credit_card;delivered;250;30;12;16;belo horizonte;MG;a416b6a846a11724393025641d4edd5e;sao paulo;SP;10;
5e34d391098747231b726e35a9ef3e5f;fe8ab673369a385622558606f2c0e4d2;2;177,97;390,94;20-11-2017 20:52;5;health_beauty;48d402f7e2e296fe1fb7d29220857042;credit_card;delivered;250;30;12;16;belo horizonte;MG;a416b6a846a11724393025641d4edd5e;sao paulo;SP;10;
526e5c7b86409498289e780020805f70;677ea793bab5253b52c7f73f0e120b74;1;89,032;243,8;28-11-2017 12:00;5;health_beauty;08a7edee09bde7cfc9504bc369e64cb1;boleto;delivered;917;28;16;20;sao bernardo do campo;SP;a416b6a846a11724393025641d4edd5e;sao paulo;SP;1;
a2ca5377628d6a20bacb91260767bb69;69ad2710e68c0c7cbd5ed2e76ccf0ada;1;139,54;157,77;26-11-2017 17:10;5;health_beauty;e4bf89766decbc6dd5e5c29edff02990;boleto;delivered;250;30;12;16;bom despacho;MG;a416b6a846a11724393025641d4edd5e;sao paulo;SP;1;
eb2783fdb369d57e19ea74d5247c0816;25706538864f0f70a77b2caee74b85c7;1;790;804,34;09-11-2017 18:57;5;health_beauty;61937887eb6ee0b405a5759756426486;credit_card;delivered;825;31;15;25;indaiatuba;SP;bba3293d6f5d5af2f415e004e8b93ae3;sao paulo;SP;5;
2b65647aa9ac9b98dda58d6964296443;8d1249ba97d78cc22cf3be6853307f38;1;790;810,29;09-11-2017 16:54;4;health_beauty;61937887eb6ee0b405a5759756426486;boleto;delivered;825;31;15;25;rio de janeiro;RJ;bba3293d6f5d5af2f415e004e8b93ae3;sao paulo;SP;1;
931f767ebd374809fb9cd373fb7939ad;318994b8ee7f8e50ea635dca17b373a9;1;65;85,94;10-11-2017 16:18;3;health_beauty;7e437c1d65a7baab7e7ca6c9f4e98b84;credit_card;delivered;2150;28;32;11;santo angelo;RS;b56906f7fd1696e043f1bcce164c487b;echapora;SP;2;
78c4c41e23fce373ccb74d07aac38c44;abb5f1e317829843b87cefa88f6bfa08;1;49,9;62,83;04-11-2017 6:38;5;health_beauty;19578e02e321cef1252a574bb185a4f0;boleto;delivered;1357;19;17;15;guarulhos;SP;b56906f7fd1696e043f1bcce164c487b;echapora;SP;1;
5bf4e4543e94063b0fa469fd3a46e319;735c1628a4604ff1a6fa50f81e5d213a;1;43,9;59;24-11-2017 09:56;4;health_beauty;ba9100151f4fc29a675a8e1ddee0764f;credit_card;delivered;275;32;4;22;coracao de jesus;MG;709e16e2b25c7474d980076c6bfc4806;birigui;SP;5;
9024a48543f0247467a77a9208311c07;9ce95a2a798e3c8f3786f075794a1851;1;43,9;59;13-11-2017 17:16;5;health_beauty;8d2597b69d4374f067b17eba13383a0e;credit_card;delivered;225;18;9;12;concordia;SC;709e16e2b25c7474d980076c6bfc4806;birigui;SP;1;
efd6e545a0e34fcc1b5a8fe60d9026ec;c6b4edcfa5b404de41a84649ae810ab3;1;83,9;95,99;26-11-2017 14:11;3;health_beauty;5a9db0654a2a5e1ee2b517023d04f279;credit_card;delivered;275;25;6;18;sao paulo;SP;709e16e2b25c7474d980076c6bfc4806;birigui;SP;1;
a9be69fb32d8f98c2a1620823cc03217;28c9ef88cd702b973c4f6af0da609605;1;59;74,16;30-11-2017 08:37;5;health_beauty;d581a9097bc2a13adf46bbd864ee0d08;credit_card;delivered;300;18;9;12;ubirata;PR;709e16e2b25c7474d980076c6bfc4806;birigui;SP;1;
f3144b968537c3068bdd820f07160523;2380848750a60be40c0eedca1be0b272;1;59;74,16;28-11-2017 19:54;5;health_beauty;d581a9097bc2a13adf46bbd864ee0d08;credit_card;delivered;300;18;9;12;duque de caxias;RJ;709e16e2b25c7474d980076c6bfc4806;birigui;SP;1;
efacca5eaae8bd32666ea169089f3e59;35cc12371670f472b711f691ed7f6edf;1;166;187,48;04-11-2017 15:06;5;health_beauty;84b07ca699022a5dde105eddb4aac42c;credit_card;delivered;3400;21;25;20;campinas;SP;44073f8b7e41514de3b7815dd0237f4f;brasilia;DF;5;
fb37932de0ff192d4c2a5054de38bca1;d8328c8f7eed994c605f576e590d014c;1;155,44;170,28;24-11-2017 22:23;1;health_beauty;c0eb3c049747e427282803363d9d7067;boleto;delivered;488;23;;17;betim;MG;44073f8b7e41514de3b7815dd0237f4f;brasilia;DF;1;
1594082890bd7c4672ab9c9e4949f305;b47bc65b0868e4d9d38891686c30d68d;1;116;134,09;09-11-2017 14:54;5;health_beauty;6a94cf283fcc6b16942f0d13f35fa7b3;credit_card;delivered;450;16;19;15;salvador;BA;44073f8b7e41514de3b7815dd0237f4f;brasilia;DF;3;
1a647a88b6fa7b167cb5414a372edeb1;a6e927129ccc2bfc77279fb42c178858;1;132,53;149,16;04-11-2017 14:10;5;health_beauty;55afdf91178e38185fa461b5ca028a57;credit_card;delivered;500;16;19;15;potirendaba;SP;44073f8b7e41514de3b7815dd0237f4f;brasilia;DF;1;
9c8f9997340786b7880a6a158c1b2833;ef1ceb05e7a48024426d5b72079380d4;1;179;195;23-11-2017 11:13;5;health_beauty;55afdf91178e38185fa461b5ca028a57;credit_card;delivered;500;16;19;15;sao sebastiao do paraiso;MG;44073f8b7e41514de3b7815dd0237f4f;brasilia;DF;10;
e343a798d653d6f5c1f48a4a7ef10337;9d5eb4a7ada5ec00a0fe29ab80e194f5;1;52,99;70,61;13-11-2017 08:43;5;health_beauty;c1af2dbb7ddaa89a57094a6fde7578bf;boleto;delivered;900;36;51;15;belo horizonte;MG;6ec1a01e866584bb679eb9b098345919;santos;SP;1;
b22fb8549ff34d8632d2f6ecbc626af5;24492319013bd80889b061a84ca9c205;1;52,99;70,61;29-11-2017 20:00;1;health_beauty;c1af2dbb7ddaa89a57094a6fde7578bf;credit_card;delivered;900;36;51;15;pirai;RJ;6ec1a01e866584bb679eb9b098345919;santos;SP;2;
1a949e19da7e100bd8220d2b47db7eec;89cad968aa5731c56bb79061d08385a6;1;143,99;159,75;21-11-2017 16:34;5;health_beauty;30c687d22c1be52d2fdf233f0dcadf24;credit_card;delivered;3600;48;22;11;teresopolis;RJ;6ec1a01e866584bb679eb9b098345919;santos;SP;7;
291968f5d2acf526dad62cd114593463;a3cd105dab87c69d5efc7a94381706dd;1;525,99;569,44;26-11-2017 14:15;4;health_beauty;450d88168733816b7f90ea045067d072;boleto;delivered;21350;68;74;24;mogi-guacu;SP;6ec1a01e866584bb679eb9b098345919;santos;SP;1;
