order_id;customer_id;quantity;price_MRP;payment;timestamp;rating;product_category;product_id;payment_type;order_status;product_weight_g;product_length_cm;product_height_cm;product_width_cm;customer_city;customer_state;seller_id;seller_city;seller_state;payment_installments
4b038a7f8dfc36755eca741381e379e3;e53edc46664edce7794d86baca23f75b;1;59,9;155,2;10-10-2016 11:39;3;health_beauty;79938780eb7ffb7289f59a9a283bc06b;credit_card;delivered;1300;20;20;20;brasilia;DF;ecccfa2bb93b34a3bf033cc5d1dcdc69;curitiba;PR;5
4b038a7f8dfc36755eca741381e379e3;e53edc46664edce7794d86baca23f75b;2;59,9;155,2;10-10-2016 11:39;3;health_beauty;79938780eb7ffb7289f59a9a283bc06b;credit_card;delivered;1300;20;20;20;brasilia;DF;ecccfa2bb93b34a3bf033cc5d1dcdc69;curitiba;PR;5
f9b03f7a6e5788ffb6cb6b4cd0d01892;e94cba4a769c459e51325766ab2ef270;1;99,9;116,17;10-10-2016 2:17;4;health_beauty;44377a26f7c80dbf0a9b2b300604e6bf;boleto;delivered;1400;20;20;20;indaiatuba;SP;ecccfa2bb93b34a3bf033cc5d1dcdc69;curitiba;PR;1
3379d980824f0aa5dab057f2530759bb;17e6d37366dc8c8865588b0d1740d606;1;72;87,9;10-10-2016 16:39;5;health_beauty;33fac76e7f17367dedaef7954bbb33b4;boleto;delivered;550;20;20;20;cambe;PR;56642bcb79900e777d68e91915cb4267;sao paulo;SP;1
b04bd4e0a1a21fef81b1f24f6fb81c08;bbf83aabda305a5ac059e05b342076a0;1;131;143,78;10-10-2016 18:05;5;health_beauty;bdfe450775bde583b7abb5698f1bd6e2;boleto;delivered;1600;40;20;30;casa branca;SP;56642bcb79900e777d68e91915cb4267;sao paulo;SP;1
d6e32818428593eefe8ffd7e15acb83e;784210ee365c635556aeb69e14e072fc;1;39,7;69,02;10-10-2016 14:02;4;health_beauty;6dab56beb5263f0d554cae5c55809208;boleto;delivered;175;16;10;18;boa vista;RR;f4aba7c0bca51484c30ab7bdc34bcdd1;sao paulo;SP;1
48c43415ea1c4af9afa92542183b6e55;5589151bd114970188a1141fbd5c8d25;1;19;21,65;10-10-2016 17:49;3;computers_accessories;5cca824e6a0eebe738c8a6381d0d9349;voucher;delivered;200;16;23;19;rio de janeiro;RJ;4e922959ae960d389249c378d1c939f5;jacarei;SP;1
48c43415ea1c4af9afa92542183b6e55;5589151bd114970188a1141fbd5c8d25;1;19;11,87;10-10-2016 17:49;3;computers_accessories;5cca824e6a0eebe738c8a6381d0d9349;voucher;delivered;200;16;23;19;rio de janeiro;JR;4e922959ae960d389249c378d1c939f5;jacarei;SP;1
5a7ae4ca802c14fdff19558a4fee8727;3140c5d46f2d38e4f14a9675359d6a27;1;164;182,65;10-10-2016 17:16;5;computers_accessories;f9bcf9d8e89d012d7dc24fe4de0abd80;boleto;invoiced;;28;18;14;porto alegre;RS;897060da8b9a21f655304d50fd935913;ribeirao preto;SP;1
59f26737bbeea8142a7e982cfce13e7a;e64d63f1e2d292e774d451d7b55f711d;1;161,99;194,85;10-10-2016 12:39;5;auto;707e0fe138efb7009e1cd32efe19ce83;credit_card;delivered;2050;41;31;31;natal;RN;fa5fdc4e4bb6bd1009ad0e4ac4096562;santo andre;SP;4
c4f710df20f7d1500da1aef81a993f65;4b671f05b6eb9dc1d2c1bae9c8c78536;1;39,99;51,79;10-10-2016 15:50;5;furniture_decor;c1488892604e4ba5cff5b4eb4d595400;credit_card;delivered;1400;32;6;28;belo horizonte;MG;1554a68530182680ad5c8b042c3ab563;monte siao;MG;5
c4f710df20f7d1500da1aef81a993f65;4b671f05b6eb9dc1d2c1bae9c8c78536;1;39,99;51,79;10-10-2016 15:50;5;furniture_decor;c1488892604e4ba5cff5b4eb4d595400;credit_card;delivered;1400;32;6;28;belo horizonte;MG;1554a68530182680ad5c8b042c3ab563;monte siao;MG;5
35d8c6d5e060ad24271ffda186312ef8;38fa25096a695e1972739e2dd6821f83;1;169,9;192,56;10-10-2016 8:36;5;furniture_decor;f436a5130457df6b73cdb2c12a90ea2b;credit_card;delivered;2500;30;30;30;campinas;SP;dd2bdf855a9172734fbc3744021ae9b9;belo horizonte;MG;3
4421f094ff828b78aba6d18db005821d;497444aa14246e71ed88c2c37540ddfb;1;65,9;89,08;10-10-2016 10:22;5;furniture_decor;d32c445df9d36f1cdfc915ed14ee44cd;credit_card;delivered;1600;35;13;35;sao francisco;SE;b335c59ab742f751a85db9c411a86739;araguari;MG;4
a08d1f4b300c3d7ec52f5f9a74234eca;e2c852f36be265c817eafd880884b206;1;45,89;57,06;10-10-2016 11:08;5;furniture_decor;1da5a90b5fbd1e1bc37b7bbb999c7bd3;credit_card;delivered;1000;29;13;13;mesquita;RJ;de66a66f2dd06bb9ec37aa96987466a3;rio de janeiro;RJ;1
45ec58d30f2023e4dac16d956a657ddd;62d7df8850fd19bf7a67afca5b7e65bb;1;59,9;87,51;10-10-2016 10:28;1;furniture_decor;afad7a4420a4348d41da23ed8d0902dd;boleto;delivered;7000;43;35;50;santo andre;SP;3481aa57cd91f9f9d3fa1fa12d9a3bf7;capivari;SP;1
d3f7c0e804b501782903f7af749eb797;303f96887b473d72e34c2d0e492fa43b;1;739,98;784,8;10-10-2016 13:57;5;furniture_decor;571e2f5577f9e5ac24fc2a1daee8924d;credit_card;delivered;15600;26;18;86;gravatal;SC;5bba18b40e8c973b0f32e748004775b0;itajobi;SP;10
b19169c7cb8391fb8561e094d61c531a;620732fed5579e0bdfdddee02aad4c54;1;28,9;129,03;10-10-2016 15:49;5;furniture_decor;bdcec8e22b04a8f4241d87bcfe9ea877;credit_card;delivered;500;40;12;25;belo horizonte;MG;d101c6da914ae3d53f7bee42283f2fe2;sao paulo;SP;10
b19169c7cb8391fb8561e094d61c531a;620732fed5579e0bdfdddee02aad4c54;2;28,9;129,03;10-10-2016 15:49;5;furniture_decor;bdcec8e22b04a8f4241d87bcfe9ea877;credit_card;delivered;500;40;12;25;belo horizonte;MG;d101c6da914ae3d53f7bee42283f2fe2;sao paulo;SP;10
b19169c7cb8391fb8561e094d61c531a;620732fed5579e0bdfdddee02aad4c54;3;28,9;129,03;10-10-2016 15:49;5;furniture_decor;bdcec8e22b04a8f4241d87bcfe9ea877;credit_card;delivered;500;40;12;25;belo horizonte;MG;d101c6da914ae3d53f7bee42283f2fe2;sao paulo;SP;10
b19169c7cb8391fb8561e094d61c531a;620732fed5579e0bdfdddee02aad4c54;1;28,9;129,03;10-10-2016 15:49;5;furniture_decor;bdcec8e22b04a8f4241d87bcfe9ea877;credit_card;delivered;500;40;12;25;belo horizonte;MG;d101c6da914ae3d53f7bee42283f2fe2;sao paulo;SP;10
