order_id;customer_id;quantity;price_MRP;payment;timestamp;rating;product_category;product_id;payment_type;order_status;product_weight_g;product_length_cm;product_height_cm;product_width_cm;customer_city;customer_state;seller_id;seller_city;seller_state;payment_installments
d1ff908b4e21d4fffd5da1a0c84c3404;190508c583e9da28949bc4ba63c8c1a5;1;207,9;238,61;08-04-2018 21:57;5;health_beauty;08462528607b71ea62cbc019d91b001e;credit_card;delivered;650;16;10;11;sao goncalo do amarante;RN;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;8
4389819b71f1f23563fa9eadadc12a06;0d3740ed03979ba91a9cb4eb6300dd49;1;349,9;373,17;04-04-2018 12:47;4;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;itu;SP;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;8
d9cd31e853bff10e7c7827e48e26caa5;9a603a2b22060e5a6a1120fba32492e3;1;349,9;529,54;04-04-2018 12:17;4;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;natividade;RJ;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;8
0d711a2c41f1b93655be1666ddcae684;213904d01203d2e280dbacb35c3042ae;1;349,9;365,43;24-04-2018 15:27;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;rio de janeiro;RJ;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;1
c70cb30c4935057ce1fe28f7f1226507;709a792eb53d3045dc9dadb19fa403a5;1;349,9;369,6;01-04-2018 13:52;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;tubarao;SC;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;4
cffde0f0482fa704a6b0e543f838cbbf;135d3f1d080900a5bbea9a5a23c4385b;1;349,9;371,59;02-04-2018 19:24;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;uberlandia;MG;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;4
48af7589aa4fbcb01531df8c9b510e91;e2f2b94effb9d9eab0905a9b38b35f8e;1;364;395,8;08-04-2018 17:09;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;aracaju;SE;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;6
34d981c2cff2bb39afd6bb3f424c2173;d3775d8d2c341f2d6d1e52ec4218b607;1;364;395,58;06-04-2018 19:34;1;health_beauty;6cdd53843498f92890544667809f1595;credit_card;shipped;900;25;12;38;nossa senhora do o;PE;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;8
209b30577b4c8a3f622822461ede363e;f3cbdf0bb95fae3bb4697ed194df25c1;1;349,9;381,86;04-04-2018 20:50;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;aracaju;SE;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;5
5145b58a90c0dfab75617173b511a9db;882c161de9c06e182c48af4fd3165aeb;1;349,9;370,33;25-04-2018 00:27;5;health_beauty;6cdd53843498f92890544667809f1595;credit_card;delivered;900;25;12;38;cabo verde;MG;ccc4bbb5f32a6ab2b7066a4130f114e3;curitiba;PR;8
698b8ecdaf8c15fe44343352cff74210;76a4445aef980132c91ca6dcb2506bcc;1;58,9;81,81;19-04-2018 08:33;1;health_beauty;ab8b5aa9266aa1a8caceb8699dea0b1b;credit_card;delivered;300;16;2;11;recife;PE;2a1348e9addc1af5aaa619b1a3679d6b;belo horizonte;MG;1
82ffe097d8ddbf319a523b9bbe7725d5;caed95700dcb091eeaac59a97fe0cb17;1;84,6;30;23-04-2018 01:41;5;health_beauty;31cddbc370031fbb839a21441df28015;voucher;delivered;433;19;14;15;poa;SP;41e0fa5761c886a630994a55c12087e7;guaruja;SP;1
82ffe097d8ddbf319a523b9bbe7725d5;caed95700dcb091eeaac59a97fe0cb17;1;84,6;20;23-04-2018 01:41;5;health_beauty;31cddbc370031fbb839a21441df28015;voucher;delivered;433;19;14;15;poa;SP;41e0fa5761c886a630994a55c12087e7;guaruja;SP;1
82ffe097d8ddbf319a523b9bbe7725d5;caed95700dcb091eeaac59a97fe0cb17;1;84,6;25;23-04-2018 01:41;5;health_beauty;31cddbc370031fbb839a21441df28015;voucher;delivered;433;19;14;15;poa;SP;41e0fa5761c886a630994a55c12087e7;guaruja;SP;1
82ffe097d8ddbf319a523b9bbe7725d5;caed95700dcb091eeaac59a97fe0cb17;1;84,6;18,49;23-04-2018 01:41;5;health_beauty;31cddbc370031fbb839a21441df28015;voucher;delivered;433;19;14;15;poa;SP;41e0fa5761c886a630994a55c12087e7;guaruja;SP;1
5c3dddb93a4f011fc1fc4e712b18eb04;e9ad9f02bdf9afbb0da8e758d94067a8;1;84,6;107,55;19-04-2018 23:24;5;health_beauty;31cddbc370031fbb839a21441df28015;credit_card;delivered;433;19;14;;sao goncalo;RJ;41e0fa5761c886a630994a55c12087e7;guaruja;SP;2
602a6242ac1fe2355d3e0ae1d53bf538;934b524cd57581aaec591c2533baacad;1;100;113,82;23-04-2018 10:12;5;health_beauty;957bdadbdfc3aa7b33ac86d926721838;voucher;delivered;450;20;15;15;joinville;SC;b90e891671cffd9557f33a97dc523645;sao jose dos pinhais;PR;1
